venue_id,venue_name,year,num_papers,avg_citations
7697,computer science symposium in russia,2009,27,23.555555555555557
7698,International Journal of It Standards and Standardization Research,2005,2,10.5
7699,international acm sigir conference on research and development in information retrieval,1979,2,0.0
7700,text retrieval conference,1994,21,167.42857142857142
7701,international joint conference on neural network,2000,3,2.6666666666666665
7702,mobile ad-hoc and sensor networks,2007,19,19.263157894736842
7703,Journal of Approximation Theory,2001,22,28.90909090909091
7704,innovative applications of artificial intelligence,2005,14,133.28571428571428
7705,Journal of Circuits Systems and Computers,1999,2,0.0
7706,international conference on informatics in control automation and robotics,2011,9,13.333333333333334
7707,Mathematical Programming,2001,22,73.0
7708,autonomous minirobots for research and edutainment,2006,36,26.416666666666668
7709,geometric modeling and processing,2008,40,30.325
7710,ACM Computing Surveys,1975,3,106.33333333333333
7711,international conference on pervasive computing,2005,14,117.78571428571429
7712,International Journal on Software Tools for Technology Transfer,2012,7,35.285714285714285
7713,flexible query answering systems,2009,49,25.775510204081634
7714,international symposium on object/component/service-oriented real-time distributed computing,2001,2,25.0
7715,IEEE Transactions on Very Large Scale Integration Systems,2010,27,23.333333333333332
7716,international symposium on symbolic and algebraic computation,2000,6,14.166666666666666
7717,cryptographic hardware and embedded systems,2013,5,50.6
7718,Journal of Functional Programming,2001,10,44.6
7719,Computational Linguistics,1985,7,99.85714285714286
7720,Social Networks,2016,23,12.956521739130435
7721,International Journal of Algebra and Computation,2014,20,11.15
7722,foundations of computer science,1970,4,2.25
7723,Software Testing Verification & Reliability,2000,7,55.714285714285715
7724,recent advances in natural language processing,2014,1,6.0
7725,web information systems engineering,2004,66,24.136363636363637
7726,Foundations of Computational Mathematics,2016,27,38.25925925925926
7727,computer vision and pattern recognition,2000,7,40.42857142857143
7728,agents and data mining interaction,2012,10,17.2
7729,international conference on advanced learning technologies,2004,22,27.454545454545453
7730,Information & Software Technology,2012,20,39.7
7731,IEEE Transactions on Software Engineering,1995,5,135.6
7732,automated software engineering,1994,7,15.571428571428571
7733,european conference on object oriented programming,2007,16,64.125
7734,International Journal of Uncertainty Fuzziness and Knowledge-Based Systems,2001,10,25.5
7735,Journal of Interconnection Networks,2006,6,15.666666666666666
7736,Computational Geometry: Theory and Applications,2014,11,12.545454545454545
7737,Informatik Spektrum,1978,3,0.0
7738,computational learning theory,2003,49,68.75510204081633
7739,Mathematics of Control Signals and Systems,1997,8,68.625
7740,international symposium on distributed computing,2003,21,42.42857142857143
7741,graph drawing,2011,24,31.666666666666668
7742,arXiv: Cryptography and Security,2011,92,14.923913043478262
7743,ubiquitous computing,2003,22,114.31818181818181
7744,international conference on electronic publishing,2000,9,6.555555555555555
7745,next generation teletraffic and wired wireless advanced networking,2011,1,0.0
7746,arXiv: Artificial Intelligence,2007,36,18.694444444444443
7747,scalable uncertainty management,2007,14,30.357142857142858
7748,IEEE Transactions on Knowledge and Data Engineering,1989,3,41.666666666666664
7749,document analysis systems,1996,8,21.25
7750,analytical and stochastic modeling techniques and applications,2014,13,6.0
7751,defect and fault tolerance in vlsi and nanotechnology systems,2001,13,21.53846153846154
7752,workshop on image analysis for multimedia interactive services,2003,1,87.0
7753,ieee visualization,1999,26,58.76923076923077
7754,high performance distributed computing,1997,10,36.1
7755,logic based program synthesis and transformation,2010,7,31.857142857142858
7756,software engineering and knowledge engineering,2014,8,14.125
7757,SpringerPlus,2016,3,33.333333333333336
7758,eurographics symposium on rendering techniques,1995,29,58.96551724137931
7759,Computers in Human Behavior,2009,39,64.35897435897436
7760,arXiv: Programming Languages,2013,58,6.448275862068965
7761,Computers & Geosciences,2012,63,26.61904761904762
7762,scandinavian workshop on algorithm theory,1988,20,34.35
7763,Operating Systems Review,1995,8,7.125
7764,Discrete Event Dynamic Systems,1999,4,28.5
7765,computational methods in systems biology,2008,22,32.36363636363637
7766,practical aspects of declarative languages,2013,10,22.6
7767,extending database technology,2004,89,67.15730337078652
7768,uncertainty in artificial intelligence,2008,23,85.08695652173913
7769,Computational Biology and Chemistry,2001,15,56.86666666666667
7770,decision support systems,2011,46,46.84782608695652
7771,artificial intelligence and symbolic computation,2010,11,17.545454545454547
7772,IEEE Transactions on Information Theory,2005,22,127.5
7773,international conference on intelligent computing,2005,188,18.606382978723403
7774,Artificial Intelligence Review,1994,8,35.5
7775,Neuroinformatics,2003,10,41.4
7776,arXiv: Computational Geometry,2015,37,8.108108108108109
7777,international conference on communications,2002,337,39.86350148367953
7778,international symposium on algorithms and computation,1999,31,44.806451612903224
7779,Informatik Spektrum,2014,16,10.4375
7780,Statistics and Computing,2000,16,314.1875
7781,international wireless internet conference,2011,25,0.16
7782,Journal of Research and Practice in Information Technology,1982,4,5.75
7783,network and operating system support for digital audio and video,1995,29,59.793103448275865
7784,meeting of the association for computational linguistics,2011,11,38.45454545454545
7785,Informatik Spektrum,1998,4,34.25
7786,Journal of Computer and System Sciences,1977,7,24.428571428571427
7787,Information Fusion,2011,7,30.142857142857142
7788,IEEE Annals of the History of Computing,1999,8,9.625
7789,Journal of Computer and System Sciences,2001,15,101.66666666666667
7790,international colloquium on automata languages and programming,1986,28,51.035714285714285
7791,Datenschutz Und Datensicherheit - Dud,2014,13,0.15384615384615385
7792,algorithmic learning theory,1994,30,28.066666666666666
7793,Computers in Entertainment,2008,3,47.666666666666664
7794,very large data bases,1983,30,59.2
7795,simulated evolution and learning,1998,47,32.1063829787234
7796,Bulletin of The European Association for Theoretical Computer Science,1996,15,9.066666666666666
7797,logic-based program synthesis and transformation,2000,3,1.3333333333333333
7798,web reasoning and rule systems,2007,28,25.5
7799,meeting of the association for computational linguistics,1994,3,16.666666666666668
7800,NeuroImage,2014,253,32.24901185770751
7801,Journal of Web Engineering,2003,11,38.72727272727273
7802,Robotics and Autonomous Systems,2008,18,70.55555555555556
7803,Fuzzy Sets and Systems,2001,64,84.5
7804,ACM Sigmod Digital Review,2000,6,0.0
7805,Advances in Computational Mathematics,2016,12,21.416666666666668
7806,international conference on case based reasoning,1995,31,46.16129032258065
7807,operating systems design and implementation,2012,16,194.625
7808,IEEE Transactions on Very Large Scale Integration Systems,1999,42,17.738095238095237
7809,conference on computability in europe,2007,72,25.333333333333332
7810,Management Information Systems Quarterly,1982,8,60.875
7811,text speech and dialogue,2003,53,21.58490566037736
7812,international conference on cryptology in india,2007,22,31.454545454545453
7813,Discrete Mathematics & Theoretical Computer Science,2012,20,10.3
7814,Journal of Symbolic Logic,2001,15,32.4
7815,international conference on image analysis and recognition,2007,93,30.9247311827957
7816,workshop on internet and network economics,2013,22,30.363636363636363
7817,italian workshop on neural nets,2003,30,7.6
7818,european symposium on research in computer security,2004,22,55.04545454545455
7819,australasian conference on information security and privacy,2000,33,34.03030303030303
7820,Journal of Electronic Commerce Research,2001,5,46.2
7821,computer algebra in scientific computing,2013,23,19.17391304347826
7822,formal techniques for (networked and) distributed systems,1989,25,20.36
7823,symposium on computational geometry,2007,14,26.785714285714285
7824,Discrete Applied Mathematics,2015,93,10.956989247311828
7825,Informatica (lithuanian Academy of Sciences),2000,28,21.107142857142858
7826,distributed applications and interoperable systems,1999,28,20.0
7827,World Wide Web Journal,1996,5,46.2
7828,Computers & Graphics,2010,31,31.967741935483872
7829,Information Systems,2003,37,33.270270270270274
7830,Teleoperators and Virtual Environments,1999,7,22.428571428571427
7831,Journal of Systems and Software,2010,53,38.716981132075475
7832,international conference on web services,2011,10,13.5
7833,very large data bases,2014,44,35.31818181818182
7834,Datenbank Rundbrief,2000,4,12.5
7835,advances in databases and information systems,2001,24,24.583333333333332
7836,workshop on logic language information and computation,2013,16,20.25
7837,Discrete Applied Mathematics,2008,61,35.91803278688525
7838,Computer Aided Geometric Design,2008,16,40.125
7839,Progress in Artificial Intelligence,2012,7,34.42857142857143
7840,Journal of Multivariate Analysis,2017,6,8.333333333333334
7841,Mis Quarterly Executive,2014,3,5.0
7842,Soft Computing,2009,9,31.555555555555557
7843,Applied Mathematics Letters,2011,70,24.37142857142857
7844,Journal of Nonlinear Science,2016,12,25.0
7845,intelligent virtual agents,2007,50,30.46
7846,Kybernetika,2012,4,6.75
7847,advanced parallel programming technologies,2007,66,18.727272727272727
7848,Revista De Informática Teórica E Aplicada,1996,5,1.2
7849,international conference on robotics and automation,2004,78,44.8974358974359
7850,Journal of Automata Languages and Combinatorics,1992,7,11.571428571428571
7851,ACM Sigcas Computers and Society,1992,1,0.0
7852,computational intelligence methods for bioinformatics and biostatistics,2010,1,50.0
7853,multiagent system technologies,2003,15,34.13333333333333
7854,Journal of Philosophical Logic,1978,6,10.5
7855,portuguese conference on artificial intelligence,2003,46,28.152173913043477
7856,asia-pacific web conference,2006,168,20.398809523809526
7857,national conference on artificial intelligence,2003,6,38.333333333333336
7858,soft methods in probability and statistics,2012,1,50.0
7859,medical informatics europe,2003,4,27.0
7860,formal modeling and analysis of timed systems,2003,16,40.625
7861,workshop on internet and network economics,2008,57,28.49122807017544
7862,computer science symposium in russia,2008,27,24.85185185185185
7863,international work-conference on artificial and natural neural networks,2013,2,27.5
7864,conference on image and video retrieval,2006,53,32.24528301886792
7865,international conference on computer vision,1999,38,100.97368421052632
7866,analytical and stochastic modeling techniques and applications,2010,22,18.045454545454547
7867,International Journal of Human-computer Studies \/ International Journal of Man-machine Studies,1993,23,23.391304347826086
7868,pacific-asia conference on knowledge discovery and data mining,2002,9,11.222222222222221
7869,Log,1996,1,6.0
7870,IEEE Data(base) Engineering Bulletin,1979,1,0.0
7871,pervasive computing technologies for healthcare,2006,10,35.4
7872,Journal of Scientific Computing,2001,5,44.6
7873,Optimization Letters,2014,61,21.114754098360656
7874,Electronic Notes in Discrete Mathematics,2005,46,18.804347826086957
7875,international conference on computer design,1991,24,30.166666666666668
7876,Interacting with Computers,2008,6,62.166666666666664
7877,Annals of Mathematics and Artificial Intelligence,1993,16,35.5625
7878,mathematical knowledge management,2009,29,26.275862068965516
7879,brazilian symposium on artificial intelligence,2006,51,27.176470588235293
7880,Discrete and Computational Geometry,1991,9,76.44444444444444
7881,world congress on engineering,2009,50,22.08
7882,Multiscale Modeling & Simulation,2015,27,12.481481481481481
7883,Journal of Artificial Societies and Social Simulation,1999,9,463.1111111111111
7884,principles and practice of constraint programming,2007,51,33.23529411764706
7885,international acm sigir conference on research and development in information retrieval,1986,7,30.285714285714285
7886,Journal of Parallel and Distributed Computing,2001,22,36.77272727272727
7887,iasted international multi conference on wireless and optical communications,2006,2,0.5
7888,Robotics and Autonomous Systems,2001,12,40.333333333333336
7889,Journal of Global Optimization,1990,1,3.0
7890,The International Journal of Robotics Research,2002,4,93.0
7891,european conference on object-oriented programming,1997,86,41.97674418604651
7892,symposium on theoretical aspects of computer science,1991,29,42.0
7893,Mathematics of Control Signals and Systems,1995,6,44.0
7894,typed lambda calculus and applications,1993,21,89.23809523809524
7895,Microprocessors and Microsystems,1999,18,16.0
7896,international symposium on circuits and systems,2002,584,26.82191780821918
7897,pattern recognition in information systems,2009,8,0.875
7898,information security,1992,11,6.090909090909091
7899,arXiv: Probability,2006,1,0.0
7900,theory and application of cryptographic techniques,1989,11,16.454545454545453
7901,Proceedings of The Vldb Endowment,2010,1,0.0
7902,Computing,1967,9,28.11111111111111
7903,information sciences signal processing and their applications,2007,11,6.454545454545454
7904,international workshop on self organizing systems,2008,22,27.227272727272727
7905,flexible query answering systems,2004,37,23.864864864864863
7906,international conference on case-based reasoning,2003,20,39.85
7907,international conference on conceptual modeling,1999,48,41.25
7908,international conference on legal knowledge and information systems,2008,17,32.35294117647059
7909,Sigir Forum,1991,3,0.0
7910,parallel computing,2002,68,38.0735294117647
7911,international cryptology conference,2004,7,191.71428571428572
7912,international conference on networking,2010,43,37.325581395348834
7913,operating systems design and implementation,2006,8,474.5
7914,workshop on algorithms and data structures,2013,28,23.964285714285715
7915,Journal of Computational and Applied Mathematics,2011,97,25.329896907216494
7916,IEEE Transactions on Reliability,2014,17,29.176470588235293
7917,symposium on discrete algorithms,2015,56,30.035714285714285
7918,Electronic Publishing - Origination Dissemination and Design,1994,1,5.0
7919,artificial intelligence: methodology systems applications,2002,2,25.0
7920,symposium on abstraction reformulation and approximation,2009,21,26.666666666666668
7921,international conference of distributed computing and networking,2008,51,26.313725490196077
7922,Journal of Systems and Software,1992,11,27.0
7923,european public key infrastructure workshop,2004,24,30.375
7924,Signal Processing-image Communication,2012,21,44.0
7925,intelligent robots and systems,2012,233,30.184549356223176
7926,information sciences signal processing and their applications,1996,44,12.931818181818182
7927,intelligent information systems,2001,34,29.91176470588235
7928,International Journal of Software and Informatics,2012,4,1.0
7929,meeting of the association for computational linguistics,1979,2,2.5
7930,Sigir Forum,1981,1,0.0
7931,Metamaterials,1989,12,60.0
7932,IEEE MultiMedia,2003,2,4.5
7933,australasian conference on information security and privacy,2004,32,48.34375
7934,network and parallel computing,2010,38,19.894736842105264
7935,Information Processing Letters,1988,42,54.476190476190474
7936,D-lib Magazine,2007,4,58.0
7937,hybrid artificial intelligence systems,2010,120,25.258333333333333
7938,mathematical foundations of computer science,1988,47,32.59574468085106
7939,international conference on computer aided design,1997,6,81.0
7940,ACM Sigcas Computers and Society,1975,4,0.25
7941,wireless algorithms systems and applications,2006,29,21.103448275862068
7942,Journal of Systems and Software,2007,28,45.714285714285715
7943,international symposium on neural networks,2005,305,21.22622950819672
7944,european public key infrastructure workshop,2013,6,8.5
7945,international conference on bio-inspired systems and signal processing,2013,2,0.0
7946,The Information Society,1997,3,219.0
7947,autonomic and trusted computing,2010,39,14.282051282051283
7948,ICGA Journal,2009,6,17.5
7949,international joint conference on computer vision imaging and computer graphics theory and applications,2013,3,17.666666666666668
7950,pacific rim international symposium on dependable computing,2009,2,1.5
7951,Ai Magazine,1983,9,58.44444444444444
7952,conference on computational complexity,2009,1,50.0
7953,international conference on communications,2003,394,43.15482233502538
7954,Complex Systems,2000,1,13.0
7955,arXiv: Formal Languages and Automata Theory,2010,29,17.620689655172413
7956,IEEE Design & Test of Computers,1992,11,46.72727272727273
7957,Electronic Markets,2000,5,10.2
7958,international symposium on memory management,2009,29,33.48275862068966
7959,european semantic web conference,2013,2,3.0
7960,user interface software and technology,1997,5,74.4
7961,ubiquitous computing,1999,42,205.11904761904762
7962,Molecular Diversity,2002,2,122.5
7963,Knowledge Engineering Review,2011,5,49.2
7964,business intelligence for the real-time enterprises,2008,6,26.5
7965,australasian conference on information security and privacy,2010,8,20.875
7966,medical image computing and computer assisted intervention,1998,76,52.96052631578947
7967,IEICE Transactions on Fundamentals of Electronics Communications and Computer Sciences,1996,1,50.0
7968,extending database technology,2006,121,36.90909090909091
7969,Computational Linguistics,1995,12,99.83333333333333
7970,Revista Colombiana De Computacion \/ Colombian Journal of Computation,2003,8,2.375
7971,international symposium on software testing and analysis,2002,1,0.0
7972,Lecture Notes in Computer Science,1993,33,38.333333333333336
7973,Journal of Logic Language and Information,1992,3,74.0
7974,theorem proving in higher order logics,1997,21,36.0
7975,symposium on theoretical aspects of computer science,2004,24,36.541666666666664
7976,design automation conference,1999,26,98.3076923076923
7977,International Journal of Medical Informatics,2007,39,54.12820512820513
7978,international acm sigir conference on research and development in information retrieval,2015,68,12.705882352941176
7979,international conference on computational linguistics,2006,28,17.5
7980,european workshop on multi-agent systems,2013,1,0.0
7981,Queueing Systems,1995,13,32.23076923076923
7982,canadian conference on artificial intelligence,2005,42,25.61904761904762
7983,Journal of the Association for Information Systems,2014,3,9.333333333333334
7984,european conference on research and advanced technology for digital libraries,2005,56,24.285714285714285
7985,asian conference on intelligent information and database systems,2015,78,12.076923076923077
7986,intelligent virtual agents,2010,43,28.86046511627907
7987,Brain Informatics,2010,37,27.35135135135135
7988,graphics interface,2014,4,26.75
7989,international conference on signal processing and multimedia applications,2016,3,33.333333333333336
7990,constraint solving and language processing,2012,8,17.125
7991,international conference on machine learning,1988,40,45.825
7992,intelligence and security informatics,2003,27,38.851851851851855
7993,Contexts,2003,34,34.26470588235294
7994,Algorithmica,1992,16,65.125
7995,software engineering artificial intelligence networking and parallel/distributed computing,2011,3,16.666666666666668
7996,passive and active network measurement,2004,24,112.95833333333333
7997,international symposium on robotics,2010,9,26.666666666666668
7998,ubiquitous intelligence and computing,2009,24,23.708333333333332
7999,international conference on web based learning,2005,24,19.75
8000,scandinavian workshop on algorithm theory,2004,24,47.833333333333336
8001,Cybernetics and Human Knowing,2000,2,29.0
8002,arXiv: Optimization and Control,2012,43,24.41860465116279
8003,international conference on smart grids and green it systems,2014,1,6.0
8004,conference on computational complexity,2003,3,51.666666666666664
8005,data and knowledge engineering,2013,21,17.0
8006,Artificial Intelligence,1985,6,533.3333333333334
8007,IEEE Transactions on Control of Network Systems,2016,16,46.4375
8008,ubiquitous computing systems,2006,33,27.303030303030305
8009,international conference on informatics in control automation and robotics,2012,7,1.4285714285714286
8010,modeling decisions for artificial intelligence,2009,31,24.0
8011,applied reconfigurable computing,2010,39,25.76923076923077
8012,international conference on machine learning,1991,92,25.17391304347826
8013,practical aspects of knowledge management,2002,45,26.711111111111112
8014,ifip international conference on theoretical computer science,2002,33,36.333333333333336
8015,Computational Geometry: Theory and Applications,2001,12,38.083333333333336
8016,multi agent systems and agent based simulation,2011,5,31.4
8017,applications and theory of petri nets,2003,27,62.629629629629626
8018,IEEE Transactions on Information Theory,1995,11,39.36363636363637
8019,Kybernetika,2007,4,13.25
8020,Neural Computation,2015,16,8.625
8021,Information & Software Technology,2007,14,53.142857142857146
8022,international symposium on parallel and distributed processing and applications,2003,30,12.7
8023,european conference on parallel processing,1996,193,26.362694300518136
8024,Nordic Journal of Computing,2004,13,26.53846153846154
8025,international conference / workshop on embedded computer systems: architectures modeling and simulation,2007,33,24.636363636363637
8026,foundations of software technology and theoretical computer science,1991,20,24.3
8027,hellenic conference on artificial intelligence,2010,49,19.591836734693878
8028,international conference on concurrency theory,1999,25,44.92
8029,international work conference on the interplay between natural and artificial computation,2007,31,18.387096774193548
8030,Advances in Computers,1961,2,68.5
8031,parallel and distributed computing: applications and technologies,2009,3,22.0
8032,Journal of Automated Reasoning,1998,21,40.61904761904762
8033,local computer networks,2006,4,18.5
8034,Sigplan Notices,1982,14,35.714285714285715
8035,asia information retrieval symposium,2009,32,25.0
8036,Journal of Symbolic Logic,2002,17,16.0
8037,Log,2006,4,0.0
8038,Journal of Systems and Software,1994,23,17.91304347826087
8039,arXiv: Hardware Architecture,2015,14,5.857142857142857
8040,mathematical knowledge management,2004,27,32.888888888888886
8041,information hiding,2006,41,41.90243902439025
8042,languages and compilers for parallel computing,2003,9,52.0
8043,Pattern Recognition Letters,2001,33,49.0
8044,conference on risks and security of internet and systems,2014,19,7.842105263157895
8045,british national conference on databases,1986,3,1.6666666666666667
8046,Journal of Web Engineering,2013,6,35.666666666666664
8047,computer supported collaborative learning,2008,13,77.84615384615384
8048,Informatica Didactica,2001,3,1.0
8049,Applied Mathematics and Computation,2009,180,31.183333333333334
8050,Theoretical Informatics and Applications,1977,8,16.125
8051,workshop on algorithms in bioinformatics,2002,30,55.36666666666667
8052,Logiciel Base De Données Réseaux \/ Software Databases Networks,2000,14,17.357142857142858
8053,Microprocessors and Microsystems,1988,20,0.4
8054,scandinavian workshop on algorithm theory,2008,27,24.925925925925927
8055,Journal of Chemical Information and Modeling,2011,77,28.246753246753247
8056,asia pacific web conference,2006,82,28.365853658536587
8057,foundations of computer science,1972,4,16.25
8058,robot soccer world cup,2011,28,34.392857142857146
8059,Transactions on Computational Science,2008,14,31.857142857142858
8060,Computers & Operations Research,2000,16,42.625
8061,software engineering for resilient systems,2011,1,50.0
8062,Logiciel Base De Données Réseaux \/ Software Databases Networks,2003,5,2.0
8063,european conference on parallel processing,1995,53,27.754716981132077
8064,IEEE Transactions on Very Large Scale Integration Systems,2006,7,37.42857142857143
8065,Spatial Cognition and Computation,2000,5,25.2
8066,international conference on conceptual structures,2010,100,21.07
8067,Logic Journal of The Igpl \/ Bulletin of The Igpl,2015,14,8.428571428571429
8068,Bioinformatics,2002,9,38.22222222222222
8069,Theory and Practice of Logic Programming,2004,5,30.4
8070,User Modeling and User-adapted Interaction,1999,8,76.375
8071,intelligent information systems,2004,69,38.65217391304348
8072,pattern recognition in information systems,2001,12,14.916666666666666
8073,Fuzzy Sets and Systems,2000,59,64.44067796610169
8074,educational data mining,2013,8,13.5
8075,algorithmic learning theory,1995,20,26.15
8076,Journal of Intelligent and Fuzzy Systems,1998,29,27.620689655172413
8077,european symposium on algorithms,1994,36,36.083333333333336
8078,distributed multimedia systems,2011,3,3.6666666666666665
8079,Requirements Engineering,2003,2,50.0
8080,international conference on telecommunications,2004,142,17.598591549295776
8081,acm/ieee joint conference on digital libraries,2003,3,1.0
8082,pacific asia workshop on intelligence and security informatics,2007,37,23.054054054054053
8083,latin american symposium on theoretical informatics,2002,36,37.25
8084,Robotica,2004,4,33.5
8085,Journal of the American Medical Informatics Association,2000,6,39.166666666666664
8086,conference on advanced information systems engineering,1990,17,28.941176470588236
8087,foundations of computer science,1973,3,27.333333333333332
8088,adaptive agents and multi agents systems,2000,15,48.46666666666667
8089,Computers in Human Behavior,2010,45,67.33333333333333
8090,rules and rule markup languages for the semantic web,2005,11,36.90909090909091
8091,Science of Computer Programming,2012,14,32.357142857142854
8092,color imaging conference,1994,6,31.5
8093,Information Technology,1976,3,0.0
8094,Ingénierie Des Systèmes D'information,1991,2,0.0
8095,International Journal of E-entrepreneurship and Innovation,2010,10,18.9
8096,Cognitive Systems Research,2011,9,28.77777777777778
8097,international conference on access networks,2010,12,9.666666666666666
8098,Reliability Engineering & System Safety,2007,35,46.51428571428571
8099,international conference on parallel and distributed systems,2016,1,0.0
8100,Siam Journal on Control and Optimization,2015,65,7.938461538461539
8101,Advances in Computers,2003,16,38.6875
8102,latin-american symposium on dependable computing,2003,23,21.82608695652174
8103,electronic commerce,2011,19,38.31578947368421
8104,international conference on quality software,2008,17,39.294117647058826
8105,Information Research,1997,7,8.857142857142858
8106,Kybernetika,1967,3,4.333333333333333
8107,Sigir Forum,1977,3,0.0
8108,automated software engineering,2001,15,35.733333333333334
8109,Foundations of Computational Mathematics,2017,12,34.583333333333336
8110,formal ontology in information systems,2014,3,4.0
8111,australasian user interface conference,2010,5,20.6
8112,Journal of Electronic Testing,1992,8,50.625
8113,developments in language theory,2008,35,21.228571428571428
8114,Reports on Mathematical Logic,2006,8,3.5
8115,text speech and dialogue,1999,64,20.609375
8116,international conference on bio inspired systems and signal processing,2009,4,26.25
8117,symposium on code generation and optimization,2011,1,0.0
8118,international conference on the theory and application of cryptology and information security,2013,3,50.0
8119,integer programming and combinatorial optimization,1998,23,39.47826086956522
8120,pacific rim international conference on artificial intelligence,1998,44,18.318181818181817
8121,artificial intelligence in medicine in europe,2009,62,28.467741935483872
8122,international conference on artificial neural networks,1995,9,21.22222222222222
8123,Chicago Journal of Theoretical Computer Science,1996,4,6.5
8124,arXiv: Data Structures and Algorithms,2010,88,13.625
8125,arXiv: Discrete Mathematics,2013,48,6.770833333333333
8126,advances in modal logic,2010,5,14.0
8127,european conference on technology enhanced learning,2010,54,22.962962962962962
8128,international conference on pattern recognition,2010,216,22.560185185185187
8129,Computers & Security,2011,14,35.214285714285715
8130,Microprocessors and Microsystems,1984,14,3.5714285714285716
8131,Operations Research,2015,37,16.405405405405407
8132,asian semantic web conference,2009,22,35.5
8133,international conference on the theory and application of cryptology and information security,2007,15,63.46666666666667
8134,Library Trends,2003,5,37.8
8135,ieee international conference on fuzzy systems,2016,1,0.0
8136,Knowledge Based Systems,1999,11,51.54545454545455
8137,languages and compilers for parallel computing,2014,16,6.1875
8138,ACM Transactions on Information Systems,1991,3,46.666666666666664
8139,Artificial Intelligence,1988,10,170.3
8140,high performance distributed computing,2006,12,27.583333333333332
8141,Electronic Transactions on Artificial Intelligence,1998,8,93.875
8142,modelling computation and optimization in information systems and management sciences,2008,52,21.673076923076923
8143,conference on object-oriented programming systems languages and applications,1988,4,1.0
8144,IEEE Transactions on Neural Networks,2016,42,40.11904761904762
8145,Nordic Journal of Computing,2008,9,15.666666666666666
8146,measurement and modeling of computer systems,1982,11,33.54545454545455
8147,theorem proving in higher order logics,2004,15,76.8
8148,european symposium on research in computer security,2009,53,70.58490566037736
8149,Journal of the American Medical Informatics Association,2013,21,43.19047619047619
8150,international conference of distributed computing and networking,2010,37,24.783783783783782
8151,deontic logic in computer science,2001,9,31.77777777777778
8152,Studia Informatica Universalis,2002,5,50.2
8153,Information Processing Letters,1979,24,30.625
8154,new trends in software methodologies tools and techniques,2012,3,3.6666666666666665
8155,foundations of computer science,2007,32,61.53125
8156,european conference on parallel processing,2006,87,19.82758620689655
8157,Wasserwirtschaft,2007,1,0.0
8158,Journal of Discrete Algorithms,2004,7,16.285714285714285
8159,ICGA Journal,2005,5,4.0
8160,The Information Society,1999,4,6.5
8161,theory and application of cryptographic techniques,1985,19,110.73684210526316
8162,arXiv: Combinatorics,2007,6,16.0
8163,international conference on machine learning,1989,102,24.88235294117647
8164,Journal of Symbolic Logic,1994,11,20.09090909090909
8165,Applied Categorical Structures,1999,16,35.6875
8166,Journal of Universal Computer Science,2013,10,27.3
8167,Discrete Applied Mathematics,1998,38,36.0
8168,Communications of The ACM,1975,17,82.3529411764706
8169,ACM Transactions on Knowledge Discovery From Data,2017,1,0.0
8170,international conference on information and communication security,2001,47,29.361702127659573
8171,Sigir Forum,1988,2,0.0
8172,international conference on information theoretic security,2012,6,23.5
8173,information security practice and experience,2011,25,26.32
8174,arXiv: Robotics,2016,6,18.166666666666668
8175,modelling autonomic communications environments,2008,8,39.25
8176,Discrete Applied Mathematics,1999,35,43.68571428571428
8177,computational linguistics in the netherlands,2003,8,25.75
8178,international conference on pattern recognition,2014,148,8.844594594594595
8179,international conference on management of data,1990,20,92.95
8180,neural information processing systems,2008,1,7.0
8181,Acta Cybernetica,2010,7,24.0
8182,Procedia Computer Science,2012,95,10.4
8183,Kognitionswissenschaft,1991,1,1.0
8184,computer and information technology,2010,136,20.21323529411765
8185,international conference on information networking,2004,86,23.186046511627907
8186,Acta Informatica,1993,12,51.75
8187,User Modeling and User-adapted Interaction,2000,11,126.9090909090909
8188,Journal of Symbolic Logic,1992,13,25.0
8189,research in computational molecular biology,2007,27,38.2962962962963
8190,The Information Society,1996,9,22.0
8191,Ai & Society,1988,9,20.11111111111111
8192,Graphs and Combinatorics,1998,11,35.90909090909091
8193,ubiquitous computing,2007,46,66.80434782608695
8194,Computer Speech & Language,1995,6,39.333333333333336
8195,European Journal of Operational Research,2005,99,46.7979797979798
8196,Elektrotechnik Und Informationstechnik,2005,8,8.5
8197,Designs Codes and Cryptography,1997,35,40.714285714285715
8198,grid economics and business models,2010,8,39.75
8199,Automatica,2005,54,83.48148148148148
8200,defect and fault tolerance in vlsi and nanotechnology systems,2006,2,25.0
8201,latin american symposium on theoretical informatics,1992,34,26.08823529411765
8202,computational methods in systems biology,2003,22,51.09090909090909
8203,international conference on computer supported education,2013,8,1.875
8204,arXiv: Combinatorics,2012,64,5.109375
8205,Mathematical and Computer Modelling,2009,91,33.08791208791209
8206,artificial intelligence and symbolic computation,2008,38,28.07894736842105
8207,intelligent data analysis,2000,24,35.0
8208,Information Systems and E-business Management,2006,10,45.3
8209,cooperative information agents,2008,22,27.727272727272727
8210,Queueing Systems,2000,28,32.035714285714285
8211,ACM Sigcas Computers and Society,1993,2,0.0
8212,symposium on principles of database systems,1984,8,95.875
8213,Elearn,2014,8,12.5
8214,pacific asia workshop on intelligence and security informatics,2014,7,0.8571428571428571
8215,Expert Systems With Applications,2011,425,38.28235294117647
8216,Journal of the American Medical Informatics Association,1995,8,9.125
8217,Universal Access in The Information Society,2002,10,47.1
8218,intelligent robots and systems,2006,126,30.793650793650794
8219,Fundamenta Informaticae,2004,64,37.046875
8220,symposium on operating systems principles,1973,6,17.333333333333332
